text,target
"Ee show hate cheyyunnath kondalla aa dislike, ee particular episode ishtapedanittan .. 😌😏ee showil daily nadakkunna kaliyakalukal mathre ithil nadanitullu... Athine athinte sensil edkan ariyathavare ee showil kond vannathan thett...",Negative
"Ee program ithrem bore aakiyathu……Lakshmi Nakshathra,Navya Nair,Nithya ,Binu adimali……….but a huge respect to Teamm❤️✌🏽Anu enthu verupikkalanu",Negative
Satym. Anu over aan,Negative
Oro karivannagl 💦🙂,negative
Director um marannu kaanillaaaa,Neutral
Aa kutti onnum chythilla😂,Neutral
Poli,Positive
Njn orkunnu,Neutral
Arangi po santhosh panditae,Negative
Team nu vivaram und bakki okke kanakka..,Neutral
Evde vare ethi😂😂 oru chali programme nte anchor 😏 athre ullu ivalokke ithineyokke thale ketti vekanavare thallanam,Negative
Oru college programil bineesh bastinum itharathil apamanikapettitund athukond aa feeling teamsinu manassilayi ennu karuthunnu,Neutral
Team and santhosh ettan pwoli,Positive
Entha samthosh kaliyakkunnille...,Neutral
Ee episode vare Njan star magicnde big fan ayirunnu,Neutral
Chilapoll sweet surprise aaye varum..ennitu Santhosh nod mappu parayum.angne anallo lakshmiyude community post ellam..kashtam tonum leksmiyude episode intr promo kanumbol,Neutral
Star magic veruth poyi🙌,Negative
Avalde nattukar avalkk award koduthathinte ahangaram ayirikkum..avalde u tube chanel kananm..enthoru konjala..chummathalla kettiyon kalanjit poyath..ahangaram.,Negative
Ethokke pearly kand padikkanam,Positive
Ennalum aa like onn nokye..malayalikalil thanne ithrem manushyatham illathavarum undallo ennorkumbozha😐,Neutral
Correct ...kaykunna maram ayalum veedinte mukalil ane vettum,Neutral
Team nte songs ellam enikk ishuttam aanu.athrem peril team mathram aanu ente favourite.hate lakshmi nakshatra.bad anchor,Neutral
Pisa kittiyaal aval eavideyum nilkum ullupillathaa,Negative
Kuree per eduth thalayil vekkunnathukond,neutral
Santhosh ettan uyir....💙,Positive
teamanu randamathe valya koothara. pandit first,Negative
Dislike kanumpol ariyalo...malayali power...ath flowers nu arinju.,neutral
"Ayalle unique annnneee, kalli akkam friendly ayyetee ethhe sarekkum konnnee",Negative
Lakshmik entha energy.. Pattu padanayit.. Baki kure celebrities oke vannallo.. Ee energy onnum lakshmiyil kandillallo,neutral
Sheriyaanu..,Positive
Pinne enthinuuuu,Neutral
Santhosh pandit binu adimalikk nalla pani koduthitind ath scripted aanenn thonnunnu ivare poya peru thirichedukkan. Santhosh panditine moshamayi kanikkan,Negative
Next..eppisodil..evattakalundayal..urappa..nokiko. Rating...ooooooooo,Neutral
Aneram avre parayum abamanichilla... scripted arnnunne....kanunnavre enna pottanmare anoo😒😒😒,negative
Athe... Santhosh pandit oru pavamayath kondanu ...avanmarum avalumarum puchikunne.... chinima nadanmar ayirunnenkil pukazhthi pukazthi avalmarangu sukhipichene,Negative
Mapp paranjille parayippikkum,Neutral
Ys ellaavarum parayanm,Neutral
Ee vishangale ozhivakkanam,Negative
Ayin aaru ee showwww okke kanunnu🤣,Negative
Itinta.avatarikaya.adyam.pach ku.kathikanam,Negative
Navya.....aranana.avaluda.vicharam...Mayavilmanoramayil...Rimitomiyum...Ranjini..Haridas um.santhosh ji.ya.bahumanichatu.kandupadikata.e.vruthikandajanmagal.,Negative
Yes sorry paryanam,Neutral
Theerchyayum elle ee programe flop alkum,Negative
Njan yojikunu,Positive
Right .. Endhan kanich kutunnath star magic theere ishtamallanday,Negative
Mothathill low quality program aanu!! Ee episode maatram alla!!,Negative
Sharikum. Santhosh ettNod navyayum laksmiyum adakam maap parayanam. Potti adich vannit kopprayam kanikkunnathinum paridhi ille,Neutral
Ethinode 💯 yogikkunnu 👍,Positive
Sherikum saggadaayi.. Ithream vendarnu😊,Negative
Theerchayayum.santhoshji.yodu.map.parayanam,Neutral
Ayye.. Ivattakal okke ithra tharakal ano...... Aranna vijaram avo🤭... Paditjiiii.... We love you ❤️❤️❤️😍😍😍😍😍😍,Positive
Star magic enthane Potta sadhanam,Negative
Koopile program,Negative
Angane kurachuper vicharichalonnum ee programinte mathipp pokilla,Positive
"Navya, Nithya, Lakshmi 😡 endhoru dheshyam varuva",Negative
Athinu ea program arelum kanarundoo hehe,Negative
ethu valare moshamayit anu behave cheythath,Negative
Oh allengii eppo balya madippaa 🤮🤮🤮🙄🙄,Negative
Ethra makeup cheithittum ningalk aa Oru bangi illalo navya Nair swayam viswasika bhooloka sundari aanunnu athinu support cheyyanam vaapolianmarum aanayit jeevikda ithrem prayam aayille,Negative
Star magic thakarchyilekko,Negative
Pand pinne body shamingum kaliyakkalum onnum illayrunnu alle,Negative
Karyam 4 varsham ayi e pgm nte fan anu pakshe kurachu rating fame oke akumbol ahamkaram Keri varum,Negative
Feildout chechiyum nandhanam fame karachil chechiyum ippozhum ivide undennu kandathil santhosham 😂😂😂,Neutral
Navya oru ahamkaari anenn manasilaaya episode🙏🙏🙏🙏🙏,Negative
Scripted aan alengil engne counter song petten paadi.🙂,Neutral
naanam illalo oru chaanakathine suppport cheyaan,Negative
Supperr episodeeeee👏👏👏kodutha kollathum kittunnn orkkanarunnu😂😂💥3 chechimaarum poliiii💕💕💕,Positive
Enikku aa episode ethanennu ariyillarunnu ennal dislike thappivannathukondu eluppamayirunnu,Neutral
munnu pennungalkku thalakku suhamillannu manasilayi🤣🤣🤣🤣🤣,Negative
Panna episode Star magic veruth Santosh chettan🙏,Negative
Navya poory de orginal swabhavam malayalilalk manasilakkan sahayicha ee episode adipoli. Ithode ee parupadi kanalum nirthy. 🤣🤣🤣,Negative
parayan ullath njan parayum...... nighalk avrea ishttam aanannu paranjitt....njan ntha Mindand irikano......enik parayan ullath parayum okkk,Neutral
santhosh pandit thamasha aayi eduthooo...illallo ath aalk feel aayathu nighal arinjoo??,Neutral
Correct broooo.......Ahh manushanta aduth nilkaan onnum oru yogiyath illaa.... Ivark onnum,Neutral
Athey enikum avle istam alla. Evle oke arana vicharam. Orale kaliyakunene oke ore limit und,Negative
Navya full makeup aann. Ath kayukiyaal karuth...😂😂😂😂😂,Negative
Athrakkum adhapathanamo,Negative
Jan.undu.star.magic.pootikanam,Negative
Vilichu varuthi apamanikaruthayirunnu. Ee oru otta eppisod kond eee program veruthu. Navya nairk ithrakum ahangaram indnn arinjilla.Teemin oru salute 🥰,Negative
Ith pole dislike kittanam enkil athinoru range venam,Negative
Adich polich case njan nadathum😂😂 nthoru cheenja comedy. Enit comedy king enoke. Nirtho ee cheenja comedy.,Negative
Verum show aanu,Neutral
Entho pole ala.. montha adich pottikan thoni,Negative
asooyakkum kushumbinum marunnillaatto,Negative
Correct navya ne veruth poy nithya neyum,Negative
Lakshmiye verukkan thonunilla😒nalla oru swabavam ayirunnu,Positive
Ee navya kalolsavathinu 1st kittathathinu mongi nadanna tharama,Negative
Jaada kaanikkam ath vere orale kaliyaakkiyit aavaruthenn mathrm😊star magic korach eshtm aayrnu ipm athum illand ayii🤣,Negative
Santhosh Chettan Mathi Star magic Full Pokan Athu Orthal Nallath. Full Support Njangal Undakum.,Neutral
Actually entya ivide sambhavichathu.enikku manasilayilla.onnu parayo aarenkilum,Neutral
 vanna vazhi marakkunnath nallatha,Neutral
Navya verutheyalla...chorim kuthiyrikkane...lakshimiye mattullavare kaliyakkittalla..progrm vijayippikkande,Negative
Navya waste kandu maduthavale,Negative
Pannikal lakshmi okke enth poo theengha aan kaattn,Negative
Thankachan evde🙌😂,Neutral
Lekshmikk paadan ishttamaneghi top singerilot poavana aane nalle. Ee idayayitt nalla jada ind😊,Negative
Aaa thalla guest aayi vannitt povam ulla lakshanam illa Navya 😡,Negative
Sandhosh ettan aanu supper.,Positive
Anup bhai ithoru vallatha parajayam aayi poyi. Ithreyum divasam aayit technical issues solve cheythu ithu upload cheyyathathu. Ningal oru chiri iruchuri ye super aaki... Avar athu arhikkunnum und....,Neutral
Ayalu angneye parayu jeevithathil kure kaliyakal kittiyitaanu ayalu jeevichu poyath ithala ithinte appuram kanda manushyananu ayalu pakshe ithonm kanumbo kannula njangalk potest chyathe irikkan pattilla athinte idayil annu ninne pole ulla fans ath script annu ennum paranju vannu tholi parayinath 😂,Neutral
Anthinanu areyengilum bahumanikkunnathu,Neutral
Cheythath Shariyayilla👎,Negative
Pavam😔,Positive
Star magic vere level.....,Positive
Ni okke sherikkulla budhiyillathavaarrr,Negative
Enth ula paripadiya ith pavam santhosh sir santhosh sir uyir nalloru manushananu അദ്ദേഹം,Positive
Ahangaram oru manushyane ethratholum tharam thazthi kalayum ennathinu udhaharanam ,Negative
Binu chettante patt supera enik ishtapettu,Positive
Avaru avarda YouTube channelil nallavalaii swayam KAANIKUM......real character ippol kandilea...😄,Negative
Anuvinte chiri polichu,Positive
ayall swnthamm paisakk padam edthu athin ath adhehthinte kayivv❤,Positive
Ethil aarum allam thikanjavar ella....thankuvum sudhium anthumathram apamanikkapedunnu...,Negative
Ath ivark paranjal manassilakilla ith kand chirikanum kore per undallo,Neutral
Oh.. challi variyagu pothuva... Comedy.. comedy...,Negative
Navya Nair ithraku avaratham anooo..... Avalum avalude oru pattum kopum.....Nithya vere oru avaratham ivaloke eth matteduthanu chadichodu vannatha.... Konathile parupadiyim ... Kore avarathagalum..... Santhosh pandit katta support....,Negative
Pearly and Alina randuperum too good in English athu kond avar mattarem kaliyakkilla. Lakshmi Agane alla thattim muttim English parayum. Aaa difference aanu kannunath.,Neutral
Sathym enikkum thonniyittund ippo lekshmikke. Cheachikke ahangaram ayi,Negative
Pavapettavane oralu vedanikunathu manasilaku,Neutral
Correct varupikkalanu,Negative
Gust ennum paranj vannit edh pokunnilalo sahooo😒daily vannu game kand chali parayan edhina egane.... Edak okey varumbo oru rasand....enna pinne avarude koode game kalichuude....eth verum pattishow,Negative
"Lakshmi athoke maranitu kalam kure ayai. nalla subscribers youtubil undu, athintoke ego ippol ulla episodesil kananum undu..",Negative
Fans kooduthal ullathinte ahankarama,Negative
Ivalk ahangaram alland entha,Negative
Enikk pande eshtamallayirunnu,Negative
"Vilichu varuthi apamanikkunnoo... Mosham.. Mosham... Nanamillalo FLOWERS TV, Lakshmi nakshatra, navya, bakki ellarkummm...",Negative
Koppanu,Negative
Evalu moovarum chernnu ayalew kaliuakki nashippichu...pavthintrw mukathu nalla vishamam kanan pattunnundu🙂,Negative
Agare vilich veruthe nanam keduthi ✨,Negative
Ee episode lude aaake ondaya upkaram enthennal field out aaya rande dhuranthangal eppolum jeevanode undennollathane😹😹😹,Negative
santhosh panditne vilich varuthi ee maathiri apamanikunath mosham thanyan.. navyaodula respect poyi...,Negative
Oro vanaparipadiii... 😂😂😂,Negative
Star magic nalla oru comedy show ayirunnu but ith ippo kurach kudi poyi ithrek cheep akum enn orthilla.,Negative
Correct ann... Avarde avasanathe adavann adh...,Neutral
Star magic team kanicha ettavum veliya chettatharam aanu ee episode...Ellarum koodi orthana ittu varunnathu athra veliya heroism onnum alla,Negative
Athkond nannayi.oronninde thani nilavaram lokathinu manasilakkan patti.,Negative
Evideyaaanu ithokke nadakkunnath njan kandilla,Neutral
Pandit ahnnan uyirr😚😚😚,Positive
Idonnum avar vayikan ponilla Avarde vijaram avar valiya sambhavam anena Sri mm mani vannapol aa navede behumanam kandapole mansulayi I am not a politician but thala muthirna oral stagil verumbol kanicha ahankaram adu njan chodichapol aro enne panchikidan noki. Navya and nithya very bad attitude anu avarku,Negative
Mail ayaku ellarum,Neutral
Meera jasmineyum navya naireyum onnichu star magicil kondu varumo please....please,Neutral
ni poda makryyy,Negative
Superr power enthann kidann undakunne ivr vilich varathii nallath polle undakn ariallo ivrdee show inn allengill nale down adikkum nokkikko super powereeee....,Negative
Edii lekshmi ni ingane cheyyum enn njn karudi illa,Negative
Nithyayum navyayum lakshmiyum paadumbo lakshminte sound vere kelkam... Ajjathi cute voice ❤️,Positive
Lakshmi chechii ivarude koode nikkum enn karuthiyila...enthoke anegilum panditt oru guest alle,Neutral
Nallaval aanannu kaanikunna oru women aanu ahh anchor.....real character inn Manasil aayii,Neutral
Sathiyam .. eni orikallum njn esttapadulla .. Star magic down avum .,Negative
Aale vilichu varuthi apamanikkunnathil ee show best aanennu theliyichu,Negative
Lakshmi nakshatra okke nthoru abhinayam orikkalum paattupaadatha aalokke oraale kaliyaakkaanayitt etra song aanu padaane..inganane bst anchor matralla actress koode kittum,Negative
Vilichu verithi abhamanikunathu sheri alla teame bro poliya,Negative
Ithpole dislike kittiya oru program vere undakilla mosham ayipoyi,Negative
Pandit chettan uyir,Positive
Vella adicha kuzhimadam,Negative
ee otta episode kand panditine ishtappedan kaaranakkarikalaya evalumar aanente villains 😆,Neutral
Ath nee mathram paranja mathiyo Aalkkaru like adichathu oke enthu kanditta,Positive
Onn nirtheett pokaamoo.... Bigg Boss okke ithilum bhedhama🥴🥴,Negative
enthayalum santhosh pandittum oru artist thanne aanu oru public stagil vechu apamanikkunnath athra nalla karyam alla ee kaliyakkiyavar ellam ethu reethiyil aanu ee platform vare ethi ennu alochikkunnath nallath aarikkum vanna vazhi onnu thirinju nokkunnath nallath aarikkum,Negative
Kollatha episode,Negative
Kashtam thanne.. Ninne oke entha cheyyande.. Ini ee progrm kanunnath nirthi.. Ithrayum racist ithil undaayirunnennu ithu kandappo manasilayi.. Navya nithya lakshmi 😡,Negative
Snathosh ettanum evide fans unddd,Positive
nallathu cheythal nallathu kittum swanthamayi onnum ella alle deveroli annan kaanada bakki annan airil kayattum enna pretheekshayil,Neutral
time ill voice vallathum kattayo???,Neutral
Sudhichettan song super,Positive
Eee kollam sudhi ellam thekanja mahan😂😂😂😂😂😂koode kore poothanakalum,Negative
Ith okke oru entertainment allee..ithre serious aakan mathrmm undoo 😵‍💫🤧Pandit mosham onnum alalloo,Positive
Ethele song padiyathu ano kali akkiyathu?,Neutral
Lakshmi edukkunha effort nttammo...,Positive
2 pazhakiya vadakal 😄,Negative
Veruthe kalikalle seen akkum fans of santhosh,Positive
Star Magic Nirthanam Ennu Thalparyam ullavar Like,Negative
Body shaming n oru limit ond ath e star magic il e limit ila bad on u Star magic and team. Ela kalakarnmarkum athinte thaya manyatha ond shame on it star magic and director anoop 💔,Negative
"Kalathilakam kittathe Karanja navaya ekkal bhedam oru show motham ayale mari mari kaliyakkituum nenjum virichu nilkunna santhosh panditt aanu ..athinu pattiya kootalikal ayittu Nithya,lekshmi nakshathra,binu adimali",Negative
True....they should. Ethare nalum undaya vila ellam e otta programil vannu kalanju kulichu.,Negative
Pullik ath manassilakanilla....🤐,Neutral
Star magic angott veruthhh,Negative
Athanu correct. Ithra tharam thana programmesupport cheyyunna nammaleyokevenam parayan,Negative
Ee show ok trending akkuna malayalikalude oru avastha..Teame aa showil ore oru aane kutti matramew ullu athe nee anne bakke ellam pennkonthan mare anne 😏👍,Neutral
"Chinnu chechiye orupaad ishttamerunnu veruthu,ellavareum veruthu, annop sir enthina ingane edit chehth idane ,aareum ingane apamanikaruth ,star magic kaananpolum thonnarilla",Negative
Pakshe likes inu oru kuravum illa,Neutral
pavathe vilich veruthi apamanichallo 🥶,Negative
Aa pavam manushyane apamanikkan entha aavesham Athrak ithanengil Gopi sundar ne enthu kond vilichilla Athinulla changootam ella Paavangalde nenjathot alle kerayan pattu le,Negative
Endhina kond varnee?????ingne itt abhamanikano???indrens chettan ithinekal pavam ann....nmk ivide cmnt itt parayane pattolu...allande aa pavathin vendi onum Cheyan patoola...,Neutral
Annit venam aa pavathine kaliyakan,Neutral
Ennitu vnm aa pavathineyum ellavarum koodi kaliyakkan alle...varanda alu jeevichu pokkote,Neutral
OOO idhokke vallyeee kalaakaraanmaarde show alle...adheham pavam jeevichpokkottey😁,Neutral
Aa pavam varathe aan nallath ithu pole nanam keduthi vidum,Negative
Enthinu ? ennit aa pavathine body shame cheyyanalle.,Negative
Ayyyo ejjathi anankil vendaa,Negative
Ennittt apamanikkaaanooo!?,Negative
Enthinu kondu vannittu kaliyakkana...,Negative
Nthina kondvarunne avarayum abamanikanano😏,Negative
Enthina bro aa pavathineyum itt kaliyakkan aano.... Ivarkonnm angerde koode nikkan olla arhatha illa,Negative
Star magic manju warrier kond varanam ennu agrahamund,Neutral
Mass aliyaaaq,Positive
Ennittu aa paavathinte thadiyee kaliyaakkan aanooo,Negative
Ennitt venom aa pavam manushyane ivalumar apamanich vidan,Negative
Venda ennit aa pavam manushanem koode apamanikkan alle,Negative
Aa chettaneyum ivar ithupole vilich varuthy abamaanikkum,Negative
Njaanum aagrahichathaan,Neutral
Suuny wayne kond varanamenu agrahamund,Neutral
"Enthin,addehathekoodi kaliyappakkano😏",Negative
Venam like thendi 🤣,Negative
Mass aavum ❤,Positive
Venda adhehathee konduvanne apamaanichaalloo.....adheham okkee oru pavam manushyanaa,Negative
Moopparude Date kittaanjittaavum.!!,Neutral
Full movie anu ippo busy arikum,Neutral
Santosh padith nu parayana manusyantea level onnum ... Avadea nikkan onninum ella aa 2 naddikal addakam ... Just pattishow,Negative
Oru lekshmi nakshathra. Ahagarathie kaium kaalum vacha sadhanam. Kure fance undagil ellam agu ayi poi,Negative
ninte onnum munnil sandhosh love you eattaaaaa love you so much......ayaalude kude oral enkilum undo ....ottakk ninnu ninte okke pattinu avar kotti thannu..........sandhosh poli,Positive
"Bro,chummatala ivalumark cinemalyonnumillate verum makeup and pattishow",Negative
Karokke tune ittu paadittu santhoshettante paattine kutamprayunna pappara vaanangal 👏👏 damaar padaar team ningalggirikkatte enta vaga naduviral namaskkaram 🖕,Negative
Njan ayirunnel navyayudeyum lakshmi nakshathrayudem chevikkutty adich pottichene.. santhosh ithrayum sahich ninnallo👊,Negative
Super power powlyaa,Positive
Sathiyamm avallu valiyaa comedy annennaa avada vijaram aaa kuttu film star ayyakkondaa aa kutti onnumcheyithillaaaa 😀😀😀😀😀,Neutral
Binuvine thaangi nadakunu ee showyil.. baki ellarem puchama,Negative
Korch insult akkal koodthal😒,Negative
Chettatharam aarukattiyalum malayali vidilla,Negative
Polichu annakil koduthu,Positive
Mental hospital motham ondallo😇 endhe bore aaa...chali vari eriyunu,Negative
Star magic nalla parupadi anu sthiram kanunne prekshakanm anu But ee kanuchathu shudha thenditharam,Negative
"Oru maryatha venoda ninakkokke : Binu adi, nithya, navya",Negative
Navya onnumayittila,Neutral
E navyane okke enthinaanu judge aakki vachirikkunnathennanu manasilaakkathathu.....,Neutral
Lakshmi navyaa chechimareaa warranty kazhinjhu inniyangilum pokkoadeaaa,Negative
Comedy parayunthu pole kellkaum pattanam,Neutral
ethrem vendayirunnu santhoshettanod,Negative
Arum ithehato avide nikkan parajilla onnikill irigi povaam alle ingane aavata comdy kaniche nikaruthe kaliyakal aane suthichettan eppazhe pondathane e show inganaya venne kanndamthi alle ethekeyo pu.... makkal parayunna kette parayurathe...🙂🙂Dont spred hate ❤,Neutral
Ithokke ellarum kudi ulla oru drama ale,Neutral
Mimicry kaarkk ithra ahangaram koodio 👀,Negative
Santhoshetanum gest aanallo santhshetane yum srethikaamayirunnu,Neutral
Team jeevan uyir,Positive
padan ariyatha kure per kattikkoottiya koprayam matram ee episode..really irritated....,Negative
"Navya,Lakshi,Nithya ivar moonninem eduth kalayo star magic orupaad ishtamaayirunnu ippo verum pucham",Negative
culture elladoo ...egne comments edaan,Negative
Santhosh sir pavam this episode very bad palan chyth appamanikun,Negative
Nalla ishtam ulla program aayirunnu ippo veruppaan 😡,Negative
Ippo ulla episodes endha idathe,Neutral
Next episodinu munne oru apologize parayunnathu nallathaa ith polathe nilavaram illathe alkkare ee programil ninnum purathakiyittu nilavaram ulla alkkare ithil ulkollikunnathu nallatha,Negative
Star magic oru nalla parupaadiyanennaa njan karuthiyath,Neutral
dislike adichu.. Sandhosh chettane valanjit aakramichathinu,Negative
"Orale kaliyaakki, ayale vishamippichu chirikkunnathu pakwatha illaymayude lekshanamanu,, athu kandu chirikkunnavanu prathyekichu... Ee progaminte thakarcha ivide thudangatte....",Negative
Inganokke parayanannel Sudhi chettan ee parupadiyil undavillalo.Avarde chemistry athaanu..chilapo scripted aayirikkam.Arenkilum oralde comment nokkiyit orikkal polum kanathavar vare keri commentboxil pongala ittech pokuanu... 😂😂,Neutral
Pinne ayalkishtamallenkil telecast cheyilla enñu aaru paranju....e nws oke kodukkunnath ellatkum ishtapettittaa.......🙄🙄🙄🙄😧,Neutral
angherude mugham kanditt script cheythat angher ariyatha pole indallo,Neutral
Dislike adichu.. Sandhosh chettane valanjit aakramichathinu,Negative
Lekshmi ichiri ahangaram ollatha,Negative
Star magic valarthiyathu janangal aanu athu ivarokke idakk marakkunnu,Neutral
Ee 2perum eni gest Ayittu vilikarauthe,Neutral
"Santhosh ,Navya, nithya koodi paripaaadi kulamakki.....ammayimma marumol serial fight polund...kalathilakam navya tholvi thanne",Negative
Navya nair eannaa vicharam ang kooduthal akaaalaeeee,Negative
kollam sudhi iyaleokke enthina??? lakshmiye mattarayille?.... yojikkunnavar dislike adike,Negative
Adhokke script aanu,Neutral
Ranjini chechiyokke ethra nalla anchor arnnu 🥰 Pearly also..,Positive
Avalu valya paattukaari anenna aval swayam vicharikkunnath....,Negative
Avale kkal shavam naya ann,Negative
Vasthavam🙌,Positive
Valya aal aai enna avalude okke vicharam......,Negative
Ithrayum vrithikatta all parayenda aavashyamilla tto aarkum thett vannu povum,Negative
Enikk pande ishtamalla,Negative
Allavarum manushiaraa ennulla orma vaanam,Neutral
Anoopetta ingane kaliyakkananenkil endina aa pavathine vilichuvaruthiyad valare mosham,Negative
ithokkke santhosh panditttinte rating koootttanulllla paripaadiyaa,Neutral
Sankadamaano ath...ente ponnu machane...ningal ith serious show aayi kanalle.. 😂😀,Neutral
Oru paripadiiikonddd star magic verupichu,Negative
Counter alla chali aaanu motham.. Ho,Negative
Orale valanjittu aakramikkunnath athra valiya karyam onnumalla... 😏😏😏😏,Negative
Ithra naal star magic fan ayirunnu......😏,Positive
Binu chalimaali....,Negative
Egane aggere ettuu rost cheyyenda karyam... Elllaaa...😡😕,Negative
Sudhichayan song polich,Positive
Star Magic YouTube il Endha Varathadh,Neutral
"E Ankamaliyum, sudhi yumokke anthokkeya kanikkunne.patti show ivanmar illenkil e show nannakum",Negative
Ee program nirthanam atha vendath,Negative
Santhosh agane kalikunne ellavarum ayale insult cheyyune,Negative
Eanik eallarem ishtamarunnu pakshe santhoshinte bhagath navya yo ith plan chythavar polum ninnu moogum santhoshanu real hearo(chilappol vivadamundakkan eallarum kude nammale munjichano keep a gap),Negative
Voice cut cheyyunnundallo,Neutral
Nirthi angu abananikkuva.Nanam undo oru athithiyodu kanikkunna maryatha.. Uff... Ennalum santhoshannante attitude levela...,Negative
Dislike dharalam und ini yengilum kalakarane manassilakku neeyo kke,Negative
Crt evaru vallavarum.padi hit akkiya song vacha eee dogshow kanikkunne...but sandhoshettano...swadham song anu padunne evare kond pattuvo eth,Negative
Binu Adimali ethilum valya valicha comdy oke sopnanglil matram Evanoke idukkikarde vila klyum☹️,Negative
Ithokke oru show………oru paneeem illaaathe kure ennangal……….,Negative
Lakshmi chechi aa 2 pennungaluda kooda chernn santhosh sirina kaliyakiyath dash parupade ayinpoyi......pne navyena ini knd varathirikn patumo....vera guestugala kond varoo plzzz..director anoopinodulla oru request aanuuu,Negative
Ethoonu program aanu ooralle engane apamaanikkan,Negative
Sadhosh pnaditt Dee poli,Positive
Oraale kaliyaakkan lekshmikk yethoru aavesham aanu 😏,Negative
"Body shaming nirthanaayille 😡 Panditinte kootamayi parihasikkunnu😤Eni ethum fun aanenn parayaruth. Aa kaalam okke maari. Society maari chinthikkan thudangi. Eppoyum oru maatavumillathath ningak maathram.Shame😷Lakshmi ,navya, .... mattoraale kaliyaakkan entha aavesham😤👎👎",Negative
Starmagic inntee level valare low aayikonde erikuvann.....,Negative
Star magic fan kudunnudu comments kandal ariyaaam,Positive
Mukatha yum mol um verna episode post cheyu please,Neutral
Bayankara insulting ayippoyi star magic team moshamakkiyallo,Negative
Star majic nirthanm andhas indo ingane kali akkaaan,Negative
navyayum matte kaataavum entha show,Negative
Lekshmi checheeyum ithinu kude ninnu😑🤬,Negative
sudhi swantham kuzhi thondikondirikkya....,Negative
Oralae enganae vilichu apamanikkaruthu 😢😢anu okkae evidae kidannu kanikkunnatho 😡😡😡,Negative
Eeh per vendum maattiya super power oo sheyy starmagic mathi,Neutral
Avatharikakk patt padann areyamen theliyikann aanoo aa moment upayogichade yann thonunnuu..Adinn bakki ulavaree baliyadukal aakendaa karyamm undoo...???😒😒😒😒,Negative
Ithokken script annu,Neutral
Adyamayittu star magic verutha divasam 😡😡 support santhosh pandit,Negative
Ee episode kandadode veruthu😏arim igne abamanikan padilla,Negative
Endhayalum oralea ighanea ellarum kudi kaliyakiyathe ottum sheri ayilla.valarea mosham ayi poyiii.athine chukkan pidichavar arayalum avarke ighanoru abastha varathirikatte .😏,Negative
Vanam adimali,Negative
30.58il lakshmi padiya patt muzhuvan thettan,Negative
Paavam santhosh eattan chettan padumbo lakshmi chechi idaki keri,Neutral
Athe ...gust ennu paranju vannit pokunnilalo eth....sthiram varan anel avarude koode game kalichuude avlk...maduth,Neutral
Avalaraaa binu vinte pengalo......valare boreee......,Negative
Bineesh ettane edakku abhamanikunna kanumbo ayin eduth chadan thonnun,Neutral
Enikkum pullikkariye madth Vrthiketta swabhavama edakk,Negative
Lakshmi Navya nithya ahakarikal,Negative
Lakshmi Over acting anu kanumbol thane boradikunathi pole shavam 👎🏿🤮🤮🤮,Negative
Valare mosham orale nirthi abamanikyunathil oru parudhi elle ?,Negative
Kalathilakam kittillaannum parewnju mongiavla .. avldew kopilew ahankaaraam,Negative
10 vs 1 nannam endo 😑 oralle villichu varathi ellavarum koodi shey,Negative
Ayal sadaranakaranan aanu ipolum epolm,Positive
Athe sathyam e videoyil njan athe shredichu aa oru al mattaram,Neutral
Mattullavarude munnil apamanithar aayavark athinte vishamam sherikkum manasilavum,Negative
Nithya chechine um navya chechine konduvarunna vare ee star magic kanan yenthu rasam aiirunnu evar old sathanangale konduvannu paripadi ningal nashippichhh kalanju,Negative
Bro orale vilich abhamanikumbol ningalak enth sugaman kittunne,Negative
Laxmi.oru kuzhanjaattaakaari matram,Negative
Navya mathralla nithyayum moshamalla moshayi Lakshmi koode koodiyathu,Negative
Sarekkumm korahhe vishmam Anne tonniyathhe,Negative
Pls navya nairaa onn paranj vidooooo,Negative
Ithreyum kaliyakkittum santhosh panditt avasanam vare ninille athan avante vijayam.... Shame on you star magic..enikk ningalod ithiri bahumanam indayirunnu but ath ee episode kandappo poy😤,Negative
Oraleyum Vilichuvaruthi engane Akshepikkallu,Negative
Lakshanam vachhu....pandittozhike...baakkiyellaam soonyar... kalaathilakam kittathe karanja naayayum pinne anya bhaasha konthane kettiya oru konthi oru odankolli padathil naayakayaayi tholinja oru tholi veluthha thooriyoliyum pinne kure keedangalum....,Negative
"Ulupundo star magic, vilichu varuthi apamanikananengil vilikanayirunn. lakshmi, navya, nithya cheap aayipl poyi, engane patti show kanikalu, shame on u star magic, onnathe elayidathum ayal apamanikapedukayanu. Lakshmi ningal verum oru anchor aanu athu manasilakku, award kittathathinu kidannu karanja navya orupadu kaliyakanda",Negative
pachakk racism parayunna ithupoloru parupadi vere illa..VERUM PUCHAM MATHRAM,Negative
Anchor enna veruppira,negative
Verum. Chettatharam Ann ellarum koodi chythath,Negative
Bayankara bore ayi.. ...see santosh pandit face...pavam,Negative
How rude....e klliyakiyavrokke ennapo elaam thiknjoraaye😏mnushynmare bahumnikkn pdykk baaki pinne ...,Negative
